idade;faixa_idade;genero;cor/raca/etnia;pcd;estado_onde_mora;uf_onde_mora;nivel_ensino;area_formacao;situacao_atual_trabalho;setor;gestor;cargo_gestor;cargo_atual;nivel;faixa_salarial;experiencia_dados;participou_entrevista;forma_de_trabalho#0;linguagem_mais_utiliza;linguagem_mais_gosta;referencia
36;35-39;Masculino;Branca;Sim;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado e não estou buscando recolocação;Marketing;1;Gerente/Head;;;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
38;35-39;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Indústria;0;;Analista de BI/BI Analyst;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2025
34;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Indústria;0;;Outra Opção;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
45;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Ciência de Dados / Inteligência Artificial;Estagiário;Outra Opção;0;;Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido com dias fixos de trabalho presencial;;;2025
36;35-39;Masculino;Branca;Não;Piauí (PI);PI;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;0;;Analista de BI/BI Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
27;25-29;Masculino;Branca;Sim;Paraná (PR);PR;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Somente Estudante (pós-graduação);;;;;;;;;;;;2025
29;25-29;Masculino;Branca;Sim;Distrito Federal (DF);DF;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;0;;Analista de Negócios/Business Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
48;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;0;;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Especialista/Staff+;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;0;;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
22;22-24;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Setor Farmaceutico;0;;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
33;30-34;Masculino;Branca;Não;Paraná (PR);PR;Doutorado ou Phd;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Educação;0;;Professor/Pesquisador;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
37;35-39;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;0;;Arquiteto de Dados/Data Architect;Especialista/Staff+;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
32;30-34;Masculino;Parda;Não;Pernambuco (PE);PE;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;0;;Outra Opção;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
27;25-29;Masculino;Branca;Não;Paraná (PR);PR;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;0;;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
26;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;0;;Engenheiro de Dados/Data Engineer/Data Architect;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
46;45-49;Masculino;Parda;Não;Amazonas (AM);AM;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;2025
40;40-44;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;0;;Analytics Engineer;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Ciência de Dados / Inteligência Artificial;Empreendedor ou Empregado (CNPJ);Área de Consultoria;1;Team Leader/Tech Leader;;;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Tecnologia/Fábrica de Software;0;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2025
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;0;;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Ciência de Dados / Inteligência Artificial;Empreendedor ou Empregado (CNPJ);Marketing;0;;Analista de BI/BI Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;0;;Analytics Engineer;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
37;35-39;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;0;;Analista de Dados/Data Analyst;Especialista/Staff+;Acima de R$ 40.001/mês;Mais de 10 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Ciência de Dados / Inteligência Artificial;Empregado (CLT);Varejo;0;;Outra Opção;Especialista/Staff+;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Estudante de Graduação;Ciência de Dados / Inteligência Artificial;Empregado (CLT);Outra Opção;0;;Outra Opção;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;Python;Python;2025
18;17-21;Masculino;Branca;Sim;São Paulo (SP);SP;Estudante de Graduação;Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais;Empregado (CLT);Marketing;0;;Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;html;html;2025
30;30-34;Masculino;Parda;Não;Distrito Federal (DF);DF;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Servidor Público;Finanças ou Bancos;0;;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
25;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Alimentício;0;;Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Não tenho experiência na área de dados;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
29;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;1;Team Leader/Tech Leader;;;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
36;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF;Graduação/Bacharelado;Ciência de Dados / Inteligência Artificial;Servidor Público;Finanças ou Bancos;0;;Cientista de Dados/Data Scientist;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
35;35-39;Masculino;Branca;Não;Paraná (PR);PR;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Setor Público;0;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Júnior;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
52;50-54;Feminino;Parda;Não;São Paulo (SP);SP;Mestrado;Química / Física;Servidor Público;Setor Público;0;;Analista de Dados/Data Analyst;Júnior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
31;30-34;Masculino;Branca;Não;;;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Tecnologia/Fábrica de Software;0;;Analytics Engineer;Sênior;de R$ 30.001/mês a R$ 40.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
41;40-44;Masculino;Branca;Não;;;Mestrado;Outras Engenharias (não incluir engenharia de software ou TI);Empreendedor ou Empregado (CNPJ);Setor de Energia;1;Sócio ou C-level (CEO, CDO, CIO, CTO etc);;;Acima de R$ 40.001/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
22;22-24;Masculino;Branca;Não;Paraná (PR);PR;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;0;;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% presencial;;;2025
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;0;;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
46;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Setor Público;0;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;Python;Python;2025
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Área de Consultoria;0;;Cientista de Dados/Data Scientist;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
28;25-29;Masculino;Branca;Não;Paraná (PR);PR;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Indústria;0;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
34;30-34;Masculino;Prefiro não informar;Prefiro não informar;Piauí (PI);PI;Pós-graduação;Outra opção;Servidor Público;Outra Opção;1;Diretor/VP;;;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
34;30-34;Masculino;Branca;Não;Rio Grande do Norte (RN);RN;Pós-graduação;Ciência de Dados / Inteligência Artificial;Desempregado e não estou buscando recolocação;Outra Opção;0;;Analista de BI/BI Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
39;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Doutorado ou Phd;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Área de Consultoria;1;Gerente/Head;;;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
25;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG;Pós-graduação;Química / Física;Empregado (CLT);Finanças ou Bancos;0;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
32;30-34;Masculino;Parda;Não;Pernambuco (PE);PE;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Outra Opção;0;;Analista de Negócios/Business Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Indústria;0;;Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
28;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;2025
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Setor de Energia;0;;Analista de Dados/Data Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
37;35-39;Masculino;Branca;Sim;São Paulo (SP);SP;Doutorado ou Phd;Química / Física;Empregado (CLT);Indústria;0;;Engenheiro de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2025
38;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Marketing;0;;Analista de Dados/Data Analyst;Sênior;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;;;;2025
30;30-34;Masculino;Branca;Não;Paraná (PR);PR;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;0;;Cientista de Dados/Data Scientist;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
38;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;1;Gerente/Head;;;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
25;25-29;Masculino;Branca;Não;Rio Grande do Norte (RN);RN;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Freelancer;Agronegócios;1;Supervisor/Coordenador;;;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
35;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Outra Opção;0;;Engenheiro de Dados/Data Engineer/Data Architect;Especialista/Staff+;Acima de R$ 40.001/mês;de 7 a 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2025
37;35-39;Masculino;Amarela;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;0;;Analista de Suporte/Analista Técnico;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;SQL;SQL;2025
35;35-39;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ;Mestrado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Internet/Ecommerce;0;;Cientista de Dados/Data Scientist;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
40;40-44;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;;;;2025
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Área de Consultoria;0;;Analista de Negócios/Business Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
36;35-39;Masculino;Parda;Não;Minas Gerais (MG);MG;Doutorado ou Phd;Outras Engenharias (não incluir engenharia de software ou TI);Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;0;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2025
28;25-29;Masculino;Prefiro não informar;Não;Rio Grande do Norte (RN);RN;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;0;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
34;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Outra Opção;0;;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
37;35-39;Masculino;Branca;Não;Bahia (BA);BA;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Seguros ou Previdência;0;;Engenheiro de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
27;25-29;Masculino;Preta;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área da Saúde;0;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% presencial;;;2025
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Imobiliário/ Construção Civil;0;;Engenheiro de Dados/Data Engineer/Data Architect;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2025
38;35-39;Feminino;Parda;Não;Minas Gerais (MG);MG;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Indústria;0;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido com dias fixos de trabalho presencial;;;2025
45;45-49;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Tecnologia/Fábrica de Software;0;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Sênior;Acima de R$ 40.001/mês;de 7 a 10 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2025
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Doutorado ou Phd;Outras Engenharias (não incluir engenharia de software ou TI);Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Outra Opção;0;;Cientista de Dados/Data Scientist;Especialista/Staff+;de R$ 25.001/mês a R$ 30.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
46;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Área da Saúde;0;;Cientista de Dados/Data Scientist;Especialista/Staff+;de R$ 16.001/mês a R$ 20.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
26;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Automotivo;0;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
32;30-34;Masculino;Branca;Não;;;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Área de Consultoria;0;;Engenheiro de Dados/Data Engineer/Data Architect;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
42;40-44;Masculino;Parda;Não;Ceará (CE);CE;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;0;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Sênior;Acima de R$ 40.001/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
