idade;faixa_idade;genero;cor/raca/etnia;pcd;estado_onde_mora;uf_onde_mora;nivel_ensino;area_formacao;situacao_atual_trabalho;setor;gestor;cargo_gestor;cargo_atual;nivel;faixa_salarial;experiencia_dados;participou_entrevista;forma_de_trabalho#0;linguagem_mais_utiliza;linguagem_mais_gosta;referencia
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;;;;2025
49;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Tecnologia/Fábrica de Software;0;;Outra Opção;Especialista/Staff+;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;1;Gerente/Head;;;Acima de R$ 40.001/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido com dias fixos de trabalho presencial;;;2025
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Freelancer;Área de Consultoria;0;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
27;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Varejo;0;;Outra Opção;Especialista/Staff+;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;Python, SQL;Python, SQL;2025
46;45-49;Feminino;Branca;Não;Distrito Federal (DF);DF;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Setor Público;0;;Estatístico;Pleno;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
55;55+;Feminino;Branca;Sim;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Área de Consultoria;1;Sócio ou C-level (CEO, CDO, CIO, CTO etc);;;Acima de R$ 40.001/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
54;50-54;Feminino;Branca;Não;Paraná (PR);PR;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;0;;Arquiteto de Dados/Data Architect;Especialista/Staff+;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Estudante de Graduação;Ciência de Dados / Inteligência Artificial;Empregado (CLT);Indústria;0;;Analista de BI/BI Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2025
30;30-34;Masculino;Branca;Não;Paraná (PR);PR;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Indústria;0;;Analista de Negócios/Business Analyst;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
33;30-34;Masculino;Branca;Não;;;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Tecnologia/Fábrica de Software;0;;Analista de Negócios/Business Analyst;Pleno;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido com dias fixos de trabalho presencial;;;2025
48;45-49;Masculino;Parda;Não;Alagoas (AL);AL;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área da Saúde;1;Supervisor/Coordenador;;;de R$ 6.001/mês a R$ 8.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;0;;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2025
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Internet/Ecommerce;0;;Analista de Dados/Data Analyst;Sênior;Acima de R$ 40.001/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
20;17-21;Feminino;Branca;Não;São Paulo (SP);SP;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;;;;2025
46;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Desempregado, buscando recolocação;;;;;;;;;;;;2025
27;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Tecnologia/Fábrica de Software;0;;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 5 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2025
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Tecnologia/Fábrica de Software;0;;Cientista de Dados/Data Scientist;Sênior;de R$ 25.001/mês a R$ 30.000/mês;de 5 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
29;25-29;Masculino;Parda;Prefiro não informar;Minas Gerais (MG);MG;Estudante de Graduação;Ciência de Dados / Inteligência Artificial;Empregado (CLT);Indústria;0;;Analista de BI/BI Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% presencial;;;2025
41;40-44;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Ciência de Dados / Inteligência Artificial;Empregado (CLT);Indústria;0;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2025
30;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Graduação/Bacharelado;Ciência de Dados / Inteligência Artificial;Empregado (CLT);Agronegócios;0;;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2025
35;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Tecnologia/Fábrica de Software;0;;Engenheiro de Dados/Data Engineer/Data Architect;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
27;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;0;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
33;30-34;Masculino;Preta;Não;Distrito Federal (DF);DF;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empreendedor ou Empregado (CNPJ);Marketing;1;Supervisor/Coordenador;;;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
32;30-34;Masculino;Branca;Não;Mato Grosso (MT);MT;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Servidor Público;Setor Público;1;Team Leader/Tech Leader;;;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
41;40-44;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;1;Diretor/VP;;;Acima de R$ 40.001/mês;de 7 a 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
61;55+;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Setor Imobiliário/ Construção Civil;0;;Outra Opção;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Mais de 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% presencial;;;2025
30;30-34;Masculino;Amarela;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;1;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
67;55+;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área de Consultoria;1;Sócio ou C-level (CEO, CDO, CIO, CTO etc);;;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Tecnologia/Fábrica de Software;0;;Engenheiro de Dados/Data Engineer/Data Architect;Especialista/Staff+;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
40;40-44;Feminino;Parda;Não;Goiás (GO);GO;Doutorado ou Phd;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;0;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;Python, SQL;Python, SQL;2025
57;55+;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Servidor Público;Setor Público;0;;Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;Python, R;Python, R;2025
37;35-39;Feminino;Branca;Não;Santa Catarina (SC);SC;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Tecnologia/Fábrica de Software;1;Supervisor/Coordenador;;;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
38;35-39;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;0;;Analytics Engineer;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
25;25-29;Feminino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;0;;Engenheiro de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
30;30-34;Masculino;Preta;Não;Paraná (PR);PR;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Área de Consultoria;0;;Analista de BI/BI Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2025
30;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Indústria;0;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Júnior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
48;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;1;Gerente/Head;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2025
32;30-34;Masculino;Branca;Sim;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;;;;2025
41;40-44;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;0;;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
43;40-44;Masculino;Branca;Não;Santa Catarina (SC);SC;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;0;;Analytics Engineer;Especialista/Staff+;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% presencial;;;2025
20;17-21;Masculino;Parda;Não;Minas Gerais (MG);MG;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;;;;2025
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Área da Saúde;0;;Analista de Dados/Data Analyst;Especialista/Staff+;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;0;;Analista de Negócios/Business Analyst;Sênior;de R$ 20.001/mês a R$ 25.000/mês;de 5 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2025
43;40-44;Masculino;Branca;Não;Bahia (BA);BA;Pós-graduação;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Indústria;0;;Engenheiro de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
45;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;0;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2025
31;30-34;Masculino;Branca;Não;Pernambuco (PE);PE;Graduação/Bacharelado;Outras Engenharias (não incluir engenharia de software ou TI);Empregado (CLT);Tecnologia/Fábrica de Software;0;;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2025
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;0;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
28;25-29;Masculino;Parda;Não;Paraíba (PB);PB;Pós-graduação;Ciência de Dados / Inteligência Artificial;Servidor Público;Setor Público;0;;Analista de Dados/Data Analyst;Júnior;de R$ 8.001/mês a R$ 12.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2025
37;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;1;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2025
